id,age,genre,taille,regular_eating,sorbet_fraise,sorbet_framboise,sorbet_passion,sorbet_citron,creme_glacee_vanille,creme_glacee_chocolat,creme_glacee_rhumraisins,creme_glacee_caramel,comment
482,76,homme,174.19415307868636,Non renseigné,3_beaucoup,2_moyennement,1_un peu,3_beaucoup,3_beaucoup,Non renseigné,Non renseigné,4_énormément,NA
483,30,NA,NA,Oui,2_moyennement,3_beaucoup,0_pas_du_tout,3_beaucoup,0_pas_du_tout,Non renseigné,0_pas_du_tout,Non renseigné,NA
484,NA,femme,171.91581484904762,Oui,4_énormément,4_énormément,Non renseigné,1_un peu,Non renseigné,2_moyennement,1_un peu,Non renseigné,NA
485,34,femme,167.5565253963575,Non renseigné,1_un peu,2_moyennement,3_beaucoup,0_pas_du_tout,4_énormément,Non renseigné,2_moyennement,Non renseigné,NA
486,NA,femme,168.81333438688256,Oui,0_pas_du_tout,3_beaucoup,0_pas_du_tout,0_pas_du_tout,1_un peu,1_un peu,Non renseigné,4_énormément,NA
487,34,homme,171.95457512003816,Oui,1_un peu,1_un peu,3_beaucoup,0_pas_du_tout,3_beaucoup,0_pas_du_tout,2_moyennement,Non renseigné,NA
488,45,homme,NA,Oui,1_un peu,2_moyennement,0_pas_du_tout,2_moyennement,3_beaucoup,0_pas_du_tout,Non renseigné,Non renseigné,NA
489,77,homme,164.05887816014913,Non,2_moyennement,0_pas_du_tout,2_moyennement,0_pas_du_tout,3_beaucoup,3_beaucoup,2_moyennement,Non renseigné,NA
490,77,femme,163.60143584108468,Non renseigné,3_beaucoup,0_pas_du_tout,2_moyennement,0_pas_du_tout,1_un peu,4_énormément,1_un peu,Non renseigné,NA
491,51,femme,159.06318690551169,Non renseigné,3_beaucoup,Non renseigné,1_un peu,Non renseigné,4_énormément,4_énormément,2_moyennement,Non renseigné,NA
492,74,homme,172.49241254758226,Oui,4_énormément,3_beaucoup,0_pas_du_tout,3_beaucoup,4_énormément,2_moyennement,4_énormément,3_beaucoup,NA
493,21,NA,NA,Non,2_moyennement,0_pas_du_tout,4_énormément,2_moyennement,3_beaucoup,0_pas_du_tout,Non renseigné,Non renseigné,NA
494,77,homme,173.59319828857898,Non renseigné,3_beaucoup,2_moyennement,2_moyennement,0_pas_du_tout,2_moyennement,3_beaucoup,4_énormément,2_moyennement,NA
495,10,femme,130.30219063457042,Non renseigné,1_un peu,2_moyennement,0_pas_du_tout,0_pas_du_tout,4_énormément,3_beaucoup,Non renseigné,Non renseigné,NA
496,72,homme,166.2891271294331,Non,3_beaucoup,3_beaucoup,2_moyennement,3_beaucoup,Non renseigné,2_moyennement,4_énormément,Non renseigné,NA
497,5,femme,104.29808174966796,Non,Non renseigné,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,1_un peu,2_moyennement,0_pas_du_tout,4_énormément,NA
498,9,femme,123.31767935531863,Non renseigné,1_un peu,4_énormément,3_beaucoup,0_pas_du_tout,0_pas_du_tout,4_énormément,Non renseigné,Non renseigné,NA
499,18,non binaire,170.40920159614353,Non renseigné,0_pas_du_tout,2_moyennement,1_un peu,2_moyennement,4_énormément,1_un peu,4_énormément,3_beaucoup,NA
500,12,femme,138.98489225020603,Non,4_énormément,Non renseigné,0_pas_du_tout,0_pas_du_tout,4_énormément,3_beaucoup,0_pas_du_tout,Non renseigné,NA
501,21,femme,164.04888318524522,Non,1_un peu,3_beaucoup,4_énormément,0_pas_du_tout,2_moyennement,1_un peu,4_énormément,Non renseigné,NA
502,NA,homme,173.32890480231532,Oui,1_un peu,4_énormément,0_pas_du_tout,0_pas_du_tout,3_beaucoup,3_beaucoup,Non renseigné,Non renseigné,NA
503,61,homme,170.78523928441209,Non,2_moyennement,2_moyennement,1_un peu,2_moyennement,3_beaucoup,2_moyennement,Non renseigné,Non renseigné,NA
504,4,femme,99.99929900845753,Non renseigné,0_pas_du_tout,3_beaucoup,1_un peu,Non renseigné,3_beaucoup,4_énormément,Non renseigné,4_énormément,NA
505,66,homme,165.41000431306364,Oui,2_moyennement,4_énormément,1_un peu,3_beaucoup,Non renseigné,4_énormément,Non renseigné,2_moyennement,NA
506,33,femme,165.25978624034738,Non renseigné,Non renseigné,Non renseigné,1_un peu,2_moyennement,3_beaucoup,3_beaucoup,0_pas_du_tout,1_un peu,NA
507,71,femme,162.22560220564804,Non renseigné,4_énormément,4_énormément,2_moyennement,0_pas_du_tout,Non renseigné,4_énormément,4_énormément,Non renseigné,NA
508,19,femme,156.1837571959364,Non renseigné,2_moyennement,1_un peu,1_un peu,2_moyennement,2_moyennement,3_beaucoup,2_moyennement,1_un peu,NA
509,14,NA,150.61012708262368,Oui,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,1_un peu,3_beaucoup,3_beaucoup,3_beaucoup,Non renseigné,NA
510,NA,non binaire,NA,Non,0_pas_du_tout,2_moyennement,2_moyennement,3_beaucoup,3_beaucoup,1_un peu,4_énormément,0_pas_du_tout,NA
511,62,femme,NA,Non,2_moyennement,4_énormément,1_un peu,1_un peu,Non renseigné,2_moyennement,0_pas_du_tout,4_énormément,NA
512,31,non binaire,NA,Oui,Non renseigné,1_un peu,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,3_beaucoup,2_moyennement,3_beaucoup,NA
513,15,homme,154.11686116719827,Non,Non renseigné,1_un peu,0_pas_du_tout,2_moyennement,3_beaucoup,Non renseigné,0_pas_du_tout,0_pas_du_tout,NA
514,21,non binaire,NA,Oui,Non renseigné,0_pas_du_tout,2_moyennement,0_pas_du_tout,0_pas_du_tout,4_énormément,3_beaucoup,2_moyennement,NA
515,NA,homme,159.23314287162802,Non renseigné,4_énormément,3_beaucoup,2_moyennement,0_pas_du_tout,2_moyennement,3_beaucoup,4_énormément,0_pas_du_tout,NA
516,55,femme,174.66958526683518,Non,0_pas_du_tout,0_pas_du_tout,1_un peu,3_beaucoup,Non renseigné,2_moyennement,4_énormément,1_un peu,NA
517,46,homme,174.9954055471773,Non renseigné,0_pas_du_tout,4_énormément,2_moyennement,3_beaucoup,1_un peu,3_beaucoup,Non renseigné,4_énormément,NA
518,9,homme,NA,Non renseigné,1_un peu,Non renseigné,0_pas_du_tout,0_pas_du_tout,3_beaucoup,1_un peu,0_pas_du_tout,Non renseigné,NA
519,10,femme,129.72927095139605,Non,1_un peu,0_pas_du_tout,Non renseigné,Non renseigné,Non renseigné,4_énormément,0_pas_du_tout,Non renseigné,NA
520,NA,homme,172.02259806536247,Non renseigné,1_un peu,0_pas_du_tout,3_beaucoup,Non renseigné,3_beaucoup,4_énormément,Non renseigné,Non renseigné,NA
521,71,homme,172.8423866277493,Non renseigné,0_pas_du_tout,1_un peu,1_un peu,1_un peu,4_énormément,1_un peu,1_un peu,3_beaucoup,NA
522,73,femme,NA,Non renseigné,3_beaucoup,2_moyennement,0_pas_du_tout,2_moyennement,1_un peu,3_beaucoup,Non renseigné,Non renseigné,NA
523,20,homme,165.90106270521628,Oui,2_moyennement,4_énormément,NA,3_beaucoup,3_beaucoup,4_énormément,Non renseigné,3_beaucoup,NA
524,46,homme,163.89552429494074,Non renseigné,3_beaucoup,2_moyennement,1_un peu,0_pas_du_tout,Non renseigné,Non renseigné,Non renseigné,Non renseigné,NA
525,58,femme,156.57089492082255,Oui,3_beaucoup,4_énormément,Non renseigné,3_beaucoup,2_moyennement,1_un peu,4_énormément,Non renseigné,NA
526,14,femme,148.5778390879409,Non,0_pas_du_tout,4_énormément,1_un peu,1_un peu,4_énormément,3_beaucoup,3_beaucoup,Non renseigné,NA
527,5,femme,105.2191013138376,Non,2_moyennement,3_beaucoup,0_pas_du_tout,3_beaucoup,Non renseigné,1_un peu,3_beaucoup,Non renseigné,NA
528,21,non binaire,NA,Non renseigné,4_énormément,0_pas_du_tout,3_beaucoup,1_un peu,2_moyennement,3_beaucoup,0_pas_du_tout,Non renseigné,NA
529,23,homme,NA,Oui,0_pas_du_tout,Non renseigné,3_beaucoup,2_moyennement,1_un peu,4_énormément,2_moyennement,Non renseigné,NA
530,54,homme,168.84354053773544,Non,1_un peu,2_moyennement,2_moyennement,3_beaucoup,4_énormément,2_moyennement,3_beaucoup,Non renseigné,NA
531,16,NA,159.34536850894455,Oui,Non renseigné,1_un peu,0_pas_du_tout,1_un peu,1_un peu,2_moyennement,4_énormément,Non renseigné,NA
532,NA,NA,157.48229274801355,Non renseigné,0_pas_du_tout,1_un peu,2_moyennement,0_pas_du_tout,Non renseigné,2_moyennement,1_un peu,Non renseigné,NA
533,18,femme,171.4799001652866,Non renseigné,0_pas_du_tout,3_beaucoup,0_pas_du_tout,1_un peu,0_pas_du_tout,4_énormément,4_énormément,3_beaucoup,NA
534,23,femme,153.59011115495542,Non,1_un peu,4_énormément,3_beaucoup,3_beaucoup,Non renseigné,Non renseigné,0_pas_du_tout,Non renseigné,NA
535,35,homme,167.2539831152111,Non renseigné,1_un peu,1_un peu,Non renseigné,0_pas_du_tout,1_un peu,Non renseigné,2_moyennement,4_énormément,NA
536,68,NA,NA,Non renseigné,3_beaucoup,4_énormément,4_énormément,3_beaucoup,3_beaucoup,2_moyennement,Non renseigné,Non renseigné,NA
537,77,NA,164.91460638458102,Non renseigné,1_un peu,1_un peu,1_un peu,0_pas_du_tout,1_un peu,4_énormément,4_énormément,Non renseigné,NA
538,36,femme,164.0492964981061,Non,1_un peu,Non renseigné,4_énormément,2_moyennement,3_beaucoup,2_moyennement,1_un peu,3_beaucoup,NA
539,46,femme,166.97503313775448,Non,2_moyennement,3_beaucoup,4_énormément,Non renseigné,4_énormément,2_moyennement,1_un peu,Non renseigné,NA
540,79,homme,163.97382468525095,Oui,1_un peu,4_énormément,2_moyennement,0_pas_du_tout,Non renseigné,2_moyennement,1_un peu,4_énormément,NA
541,44,femme,168.6738205678126,Non renseigné,2_moyennement,Non renseigné,2_moyennement,0_pas_du_tout,4_énormément,2_moyennement,1_un peu,Non renseigné,NA
542,33,non binaire,NA,Oui,4_énormément,3_beaucoup,3_beaucoup,1_un peu,3_beaucoup,Non renseigné,1_un peu,4_énormément,NA
543,46,femme,169.90132983133736,Non,Non renseigné,4_énormément,Non renseigné,Non renseigné,3_beaucoup,0_pas_du_tout,2_moyennement,1_un peu,NA
544,71,non binaire,NA,Non renseigné,0_pas_du_tout,Non renseigné,1_un peu,Non renseigné,4_énormément,1_un peu,Non renseigné,2_moyennement,NA
545,15,femme,NA,Non,1_un peu,1_un peu,Non renseigné,0_pas_du_tout,1_un peu,4_énormément,1_un peu,Non renseigné,NA
546,44,femme,162.4988597914067,Non renseigné,3_beaucoup,Non renseigné,3_beaucoup,3_beaucoup,4_énormément,4_énormément,2_moyennement,3_beaucoup,NA
547,14,homme,149.3725124758252,Oui,3_beaucoup,Non renseigné,1_un peu,0_pas_du_tout,3_beaucoup,2_moyennement,0_pas_du_tout,1_un peu,NA
548,37,femme,162.72446766728183,Non renseigné,2_moyennement,4_énormément,1_un peu,4_énormément,2_moyennement,4_énormément,2_moyennement,Non renseigné,NA
549,79,non binaire,NA,Oui,0_pas_du_tout,3_beaucoup,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,4_énormément,4_énormément,Non renseigné,NA
550,31,non binaire,NA,Non renseigné,1_un peu,4_énormément,1_un peu,4_énormément,4_énormément,4_énormément,3_beaucoup,2_moyennement,NA
551,22,femme,170.98621258167614,Non,4_énormément,0_pas_du_tout,0_pas_du_tout,1_un peu,3_beaucoup,4_énormément,2_moyennement,Non renseigné,NA
552,43,homme,168.7234721051821,Non renseigné,2_moyennement,2_moyennement,Non renseigné,0_pas_du_tout,3_beaucoup,3_beaucoup,4_énormément,4_énormément,NA
553,60,homme,171.74121501582613,Non,1_un peu,1_un peu,0_pas_du_tout,3_beaucoup,3_beaucoup,1_un peu,1_un peu,Non renseigné,NA
554,5,femme,106.52341535640592,Non renseigné,2_moyennement,2_moyennement,1_un peu,1_un peu,4_énormément,3_beaucoup,0_pas_du_tout,Non renseigné,NA
555,NA,homme,170.2324886508139,Non renseigné,Non renseigné,3_beaucoup,2_moyennement,2_moyennement,Non renseigné,0_pas_du_tout,3_beaucoup,1_un peu,NA
556,54,homme,169.57602060007693,Oui,1_un peu,0_pas_du_tout,1_un peu,1_un peu,4_énormément,Non renseigné,Non renseigné,Non renseigné,NA
557,58,femme,163.1186197381429,Non renseigné,2_moyennement,3_beaucoup,4_énormément,Non renseigné,3_beaucoup,4_énormément,Non renseigné,Non renseigné,NA
558,43,NA,172.30554166984513,Non,1_un peu,2_moyennement,4_énormément,4_énormément,Non renseigné,4_énormément,4_énormément,Non renseigné,NA
559,52,NA,169.7327987637402,Non renseigné,0_pas_du_tout,0_pas_du_tout,2_moyennement,0_pas_du_tout,Non renseigné,2_moyennement,Non renseigné,Non renseigné,NA
560,16,femme,160.1598518226525,Oui,1_un peu,0_pas_du_tout,0_pas_du_tout,2_moyennement,3_beaucoup,Non renseigné,Non renseigné,Non renseigné,NA
561,76,femme,161.75166287405472,Non,3_beaucoup,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,4_énormément,Non renseigné,3_beaucoup,Non renseigné,NA
562,53,femme,172.49654330882365,Non,3_beaucoup,2_moyennement,4_énormément,0_pas_du_tout,4_énormément,2_moyennement,3_beaucoup,Non renseigné,NA
563,42,homme,172.53085770546906,Oui,Non renseigné,2_moyennement,4_énormément,3_beaucoup,4_énormément,Non renseigné,3_beaucoup,0_pas_du_tout,NA
564,29,femme,162.60984354598907,Non,2_moyennement,1_un peu,Non renseigné,3_beaucoup,3_beaucoup,3_beaucoup,3_beaucoup,2_moyennement,NA
565,71,homme,172.61323816036932,Non,3_beaucoup,4_énormément,2_moyennement,0_pas_du_tout,2_moyennement,4_énormément,Non renseigné,Non renseigné,NA
566,11,femme,135.1431862403616,Oui,2_moyennement,2_moyennement,3_beaucoup,0_pas_du_tout,3_beaucoup,3_beaucoup,2_moyennement,3_beaucoup,NA
567,21,femme,167.54882790095058,Non,3_beaucoup,0_pas_du_tout,2_moyennement,1_un peu,4_énormément,1_un peu,Non renseigné,2_moyennement,NA
568,73,homme,168.23006523522147,Non renseigné,3_beaucoup,Non renseigné,4_énormément,1_un peu,3_beaucoup,4_énormément,1_un peu,Non renseigné,NA
569,3,homme,94.75060945467781,Oui,0_pas_du_tout,3_beaucoup,0_pas_du_tout,1_un peu,4_énormément,2_moyennement,4_énormément,3_beaucoup,NA
570,6,femme,110.14794352763323,Non,1_un peu,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,4_énormément,3_beaucoup,3_beaucoup,1_un peu,NA
571,11,homme,NA,Oui,2_moyennement,4_énormément,0_pas_du_tout,2_moyennement,2_moyennement,2_moyennement,2_moyennement,Non renseigné,NA
572,76,homme,174.69116649544574,Oui,0_pas_du_tout,2_moyennement,0_pas_du_tout,Non renseigné,0_pas_du_tout,2_moyennement,Non renseigné,4_énormément,NA
573,31,homme,175.72082348998003,Non renseigné,4_énormément,2_moyennement,0_pas_du_tout,2_moyennement,Non renseigné,4_énormément,Non renseigné,Non renseigné,NA
574,74,homme,172.14018143297483,Non renseigné,2_moyennement,3_beaucoup,1_un peu,1_un peu,Non renseigné,3_beaucoup,0_pas_du_tout,1_un peu,NA
575,27,homme,170.5867544960759,Oui,1_un peu,2_moyennement,2_moyennement,2_moyennement,2_moyennement,2_moyennement,1_un peu,3_beaucoup,NA
576,30,femme,NA,Oui,4_énormément,4_énormément,2_moyennement,0_pas_du_tout,4_énormément,4_énormément,4_énormément,Non renseigné,NA
577,48,homme,184.8583441976023,Non renseigné,Non renseigné,2_moyennement,0_pas_du_tout,Non renseigné,3_beaucoup,4_énormément,2_moyennement,Non renseigné,NA
578,76,homme,161.3223777561072,Oui,2_moyennement,3_beaucoup,4_énormément,0_pas_du_tout,3_beaucoup,3_beaucoup,Non renseigné,Non renseigné,NA
579,19,homme,NA,Oui,2_moyennement,Non renseigné,2_moyennement,1_un peu,1_un peu,0_pas_du_tout,3_beaucoup,Non renseigné,NA
580,35,femme,156.23360356111104,Non renseigné,3_beaucoup,3_beaucoup,3_beaucoup,2_moyennement,Non renseigné,4_énormément,3_beaucoup,Non renseigné,NA
581,64,homme,171.5799778088075,Oui,Non renseigné,3_beaucoup,1_un peu,2_moyennement,3_beaucoup,0_pas_du_tout,2_moyennement,4_énormément,NA
582,11,homme,136.00581266782254,Oui,1_un peu,3_beaucoup,1_un peu,3_beaucoup,3_beaucoup,3_beaucoup,3_beaucoup,Non renseigné,NA
583,6,homme,109.51225286321859,Oui,3_beaucoup,1_un peu,0_pas_du_tout,0_pas_du_tout,4_énormément,Non renseigné,1_un peu,2_moyennement,NA
584,57,NA,157.4947566279395,Non,2_moyennement,2_moyennement,3_beaucoup,0_pas_du_tout,4_énormément,4_énormément,3_beaucoup,Non renseigné,NA
585,22,homme,166.67869472637545,Non,3_beaucoup,3_beaucoup,1_un peu,0_pas_du_tout,2_moyennement,Non renseigné,4_énormément,0_pas_du_tout,NA
586,14,homme,150.43009728136974,Oui,1_un peu,Non renseigné,3_beaucoup,2_moyennement,3_beaucoup,4_énormément,Non renseigné,Non renseigné,NA
587,NA,homme,125.11567856984442,Non renseigné,Non renseigné,4_énormément,Non renseigné,4_énormément,2_moyennement,Non renseigné,0_pas_du_tout,Non renseigné,NA
588,7,homme,114.29358732990939,Non renseigné,3_beaucoup,2_moyennement,2_moyennement,4_énormément,Non renseigné,Non renseigné,Non renseigné,2_moyennement,NA
589,28,homme,163.90847218030137,Non,2_moyennement,2_moyennement,0_pas_du_tout,0_pas_du_tout,2_moyennement,2_moyennement,2_moyennement,Non renseigné,NA
590,11,femme,135.209246958696,Non,Non renseigné,1_un peu,0_pas_du_tout,0_pas_du_tout,1_un peu,4_énormément,Non renseigné,Non renseigné,NA
591,73,homme,172.5068214173412,Non renseigné,3_beaucoup,2_moyennement,0_pas_du_tout,3_beaucoup,1_un peu,Non renseigné,2_moyennement,4_énormément,NA
592,NA,non binaire,NA,Oui,0_pas_du_tout,3_beaucoup,0_pas_du_tout,2_moyennement,0_pas_du_tout,0_pas_du_tout,Non renseigné,Non renseigné,NA
593,33,femme,166.05693414109456,Oui,Non renseigné,3_beaucoup,3_beaucoup,0_pas_du_tout,Non renseigné,1_un peu,Non renseigné,4_énormément,NA
594,62,femme,153.64297637534503,Non,2_moyennement,4_énormément,2_moyennement,0_pas_du_tout,Non renseigné,0_pas_du_tout,1_un peu,Non renseigné,NA
595,59,non binaire,NA,Oui,0_pas_du_tout,3_beaucoup,3_beaucoup,0_pas_du_tout,4_énormément,Non renseigné,3_beaucoup,3_beaucoup,NA
596,10,femme,130.32777618867178,Non renseigné,0_pas_du_tout,1_un peu,0_pas_du_tout,2_moyennement,2_moyennement,2_moyennement,1_un peu,Non renseigné,NA
597,62,femme,NA,Non renseigné,4_énormément,1_un peu,Non renseigné,0_pas_du_tout,4_énormément,1_un peu,3_beaucoup,Non renseigné,NA
598,35,homme,172.3243138524605,Oui,3_beaucoup,2_moyennement,3_beaucoup,0_pas_du_tout,4_énormément,3_beaucoup,3_beaucoup,4_énormément,NA
599,44,NA,162.86036260002442,Non renseigné,Non renseigné,1_un peu,2_moyennement,0_pas_du_tout,3_beaucoup,1_un peu,0_pas_du_tout,2_moyennement,NA
600,64,non binaire,NA,Oui,2_moyennement,0_pas_du_tout,1_un peu,0_pas_du_tout,2_moyennement,Non renseigné,4_énormément,Non renseigné,NA
601,65,femme,NA,Non renseigné,2_moyennement,4_énormément,3_beaucoup,0_pas_du_tout,4_énormément,4_énormément,2_moyennement,Non renseigné,NA
602,69,homme,162.47692405333652,Oui,0_pas_du_tout,4_énormément,4_énormément,2_moyennement,1_un peu,2_moyennement,Non renseigné,Non renseigné,NA
603,28,femme,162.07617489925642,Non renseigné,0_pas_du_tout,3_beaucoup,0_pas_du_tout,Non renseigné,4_énormément,Non renseigné,2_moyennement,Non renseigné,NA
604,59,femme,163.04471596247888,Non,0_pas_du_tout,4_énormément,1_un peu,3_beaucoup,0_pas_du_tout,4_énormément,4_énormément,Non renseigné,NA
605,38,femme,167.6355939970859,Non,1_un peu,1_un peu,4_énormément,3_beaucoup,4_énormément,1_un peu,Non renseigné,3_beaucoup,NA
606,49,femme,NA,Non,0_pas_du_tout,2_moyennement,1_un peu,Non renseigné,1_un peu,2_moyennement,3_beaucoup,Non renseigné,NA
607,33,femme,157.07960131422752,Non,2_moyennement,2_moyennement,1_un peu,2_moyennement,1_un peu,4_énormément,Non renseigné,Non renseigné,NA
608,70,femme,165.85735310510012,Non,4_énormément,1_un peu,4_énormément,3_beaucoup,4_énormément,1_un peu,3_beaucoup,Non renseigné,NA
609,24,homme,176.35057724446443,Oui,1_un peu,1_un peu,4_énormément,0_pas_du_tout,4_énormément,0_pas_du_tout,0_pas_du_tout,3_beaucoup,NA
610,50,homme,167.95616426818447,Oui,1_un peu,3_beaucoup,1_un peu,0_pas_du_tout,Non renseigné,4_énormément,3_beaucoup,4_énormément,NA
611,9,homme,122.58971745677343,Oui,1_un peu,Non renseigné,0_pas_du_tout,4_énormément,1_un peu,1_un peu,Non renseigné,4_énormément,NA
612,67,femme,170.53080853694917,Oui,4_énormément,4_énormément,1_un peu,4_énormément,3_beaucoup,3_beaucoup,1_un peu,Non renseigné,NA
613,27,homme,171.7027636073735,Oui,3_beaucoup,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,4_énormément,4_énormément,2_moyennement,Non renseigné,NA
614,34,femme,155.49787540261588,Non,4_énormément,4_énormément,4_énormément,0_pas_du_tout,0_pas_du_tout,2_moyennement,Non renseigné,Non renseigné,NA
615,46,homme,175.66829399065747,Non renseigné,3_beaucoup,3_beaucoup,4_énormément,0_pas_du_tout,4_énormément,Non renseigné,Non renseigné,Non renseigné,NA
616,8,non binaire,120.02446469552626,Oui,3_beaucoup,1_un peu,3_beaucoup,3_beaucoup,Non renseigné,1_un peu,1_un peu,Non renseigné,NA
617,48,femme,170.36331016193046,Non renseigné,3_beaucoup,0_pas_du_tout,4_énormément,Non renseigné,2_moyennement,2_moyennement,4_énormément,4_énormément,NA
618,NA,femme,140.06325079830845,Non,4_énormément,Non renseigné,0_pas_du_tout,0_pas_du_tout,4_énormément,3_beaucoup,3_beaucoup,Non renseigné,NA
619,49,NA,166.82969286765817,Non renseigné,2_moyennement,1_un peu,1_un peu,2_moyennement,3_beaucoup,4_énormément,0_pas_du_tout,Non renseigné,NA
620,NA,homme,168.31068528649158,Non renseigné,0_pas_du_tout,2_moyennement,1_un peu,1_un peu,0_pas_du_tout,Non renseigné,0_pas_du_tout,Non renseigné,NA
621,NA,homme,167.07319338674654,Oui,1_un peu,2_moyennement,0_pas_du_tout,3_beaucoup,3_beaucoup,Non renseigné,2_moyennement,Non renseigné,NA
